sample,field,tillage,irrigation,year,total.fame,actinomycete.67,actinomycete.83,actinomycete.85,actinomycete.99,actinomycete.105,actinomycete.119,g.minus.78,g.minus.100,g.minus.116,g.minus.117,g.plus.21,g.plus.22,g.plus.35,g.plus.37,g.plus.52,g.plus.53,g.plus.72,g.plus.73,g.plus.109,g.plus.111,amf.58,sap.fungi.87,sap.fungi.88,sap.fungi.89,sap.fungi.90,sap.fungi.91,sap.fungi.92,sap.fungi.93,sap.fungi.94,sap.fungi.95,euk.protozoa,BactSum,FungSum,FBRatio,GPosSum,GNegSum,ActSum
KS 126,KS2,yes,no,2018,45.886,2.041,0.851,0.495,0.148,0.55,0,0.574,0.057,0,0.956,0.115,0,1.791,0.926,1.346,0.128,0.714,0.761,0.049,0,1.178,0.216,0.102,0.039,2.267,5.501,0,2.63,0,1.286,0.167,11.502,13.219,1.149,5.83,1.587,4.085
KS 127,KS2,yes,no,2018,72.77,2.733,0.596,1.184,0.421,0.993,0,0.789,0.317,0,1.466,0.226,0,2.774,1.568,1.967,0.136,1.019,1.167,0.149,0,1.576,0.329,0.258,0.081,4.667,7.916,0,3.643,0,2.31,0.306,17.505,20.78,1.187,9.006,2.572,5.927
KS 128,KS2,yes,no,2018,50.854,2.438,0.555,0.779,0.221,0.781,0,0.612,0.255,0,1.043,0.156,0,2.036,1.125,1.422,0.143,0.755,0.835,0.141,0,1.192,0.399,0.111,0,2.693,5.024,0,2.426,0,1.232,0.292,13.297,13.077,0.983,6.613,1.91,4.774
KS 129,KS3,minimal,no,2018,119.017,5.307,3.47,1.522,0.606,1.733,0,1.336,0,0,2.913,0.42,0.03,5.526,2.313,4.278,0.258,2.238,2.247,0.118,0,6.975,0.496,0.377,0.131,4.031,12.824,0,5.978,0,1.929,0.598,34.315,32.741,0.954,17.428,4.249,12.638
KS 130,KS3,minimal,no,2018,127.048,5.605,3.56,1.806,0.73,2.349,0,1.403,0,0,2.663,0.421,0.029,5.815,2.627,4.512,0.275,2.336,2.365,0.236,0,6.153,0.468,0.351,0.107,5.234,13.328,0,6.158,0,1.792,0.561,36.732,33.591,0.914,18.616,4.066,14.05
KS 131,KS3,minimal,no,2018,160.165,6.253,3.319,2.326,0.82,3.028,0,1.613,0,0,2.85,0.611,0.08,7.156,3.748,5.618,0.384,2.641,2.867,0.222,0,8.237,0.652,0.407,0.142,6.702,16.486,0,8.142,0,3.352,0.761,43.536,44.12,1.013,23.327,4.463,15.746
KS 132,KS3,minimal,no,2018,162.292,6.422,3.888,2.073,0.952,2.453,0,1.495,0,0,3.198,0.546,0.043,7.197,3.126,4.998,0.323,2.834,2.716,0.516,0,11.32,0.678,0.403,0,9.571,18.294,0,8.365,0,2.267,0.96,42.78,50.898,1.19,22.299,4.693,15.788
KK 73,KK1,no,yes,2018,150.22,6.256,1.265,1.186,1.035,1.936,0,1.466,0,0,3.927,0.616,0.035,7.055,3.925,3.608,0.223,2.117,2.375,0.24,0,8.014,0.581,0.476,0.154,6.56,13.614,0,10.917,0,2.341,1.419,37.265,42.657,1.145,20.194,5.393,11.678
KK 74,KK1,no,yes,2018,336.566,11.636,1.848,2.751,2.364,4.291,0,3.17,0,0,6.323,1.703,0.085,14.928,9.703,8.882,0.469,4.368,5.353,0.389,0,12.623,0.823,1.104,0.762,18.397,31.238,0,30.203,0,7.613,3.42,78.263,102.763,1.313,45.88,9.493,22.89
KK 75,KK1,no,yes,2018,178.761,6.604,1.172,1.135,1.513,3.489,0,1.549,0,0,4.088,0.739,0.04,7.241,4.437,3.713,0.228,2.104,2.528,0.727,0,8.731,0.571,0.413,0.173,8.024,16.678,0,15.945,0,2.715,2.082,41.307,53.25,1.289,21.757,5.637,13.913
KK 76,KK1,no,yes,2018,203.148,7.316,1.257,1.397,1.136,2.541,0,1.905,0,0,4.438,0.93,0.049,8.673,5.363,4.491,0.273,2.562,2.983,0.315,0,11.183,0.578,0.562,0.192,9.822,19.254,0,21.913,0,2.997,1.86,45.629,66.501,1.457,25.639,6.343,13.647
KK 77,KK2,no,yes,2018,111.952,4.991,1.024,0.97,0.671,1.447,0,1.16,0.382,0,3.295,0.42,0.034,5.51,2.498,2.655,0.193,1.785,1.775,0.509,0,3.621,0.499,0.327,0.139,4.543,8.301,0,5.019,0,2.433,0.822,29.319,24.882,0.849,15.379,4.837,9.103
KK 78,KK2,no,yes,2018,110.59,4.017,0.646,0.852,0.689,1.863,0,1.055,0,0,2.545,0.505,0,4.988,2.771,2.813,0.177,1.559,1.683,0.319,0,4.364,0.247,0.352,0.152,7.1,11.034,0,6.749,0,1.8,0.789,26.482,31.798,1.201,14.815,3.6,8.067
KK 79,KK2,no,yes,2018,80.573,4.378,0.853,0.649,0.393,0.943,0,1.131,0.124,0,2.607,0.311,0,4.079,2.019,2.15,0.183,1.445,1.47,0.124,0,2.588,0.272,0.281,0.137,3.103,6.916,0,4.747,0,1.715,0.61,22.859,19.759,0.864,11.781,3.862,7.216
KK 80,KK2,no,yes,2018,130.281,4.789,0.955,0.923,0.713,1.763,0,1.117,0,0,2.996,0.432,0.037,5.139,2.724,2.881,0.174,1.847,1.941,0.362,0,3.379,0.358,0.332,0.163,6.635,11.094,0,6.886,0,2.963,0.919,28.793,31.81,1.105,15.537,4.113,9.143
KK 81,KK3,no,yes,2018,106.145,4.315,0.624,0.853,0.563,1.522,0,0.984,0.187,0,2.535,0.402,0,4.395,2.43,2.513,0.168,1.485,1.647,0.468,0,6.697,0.321,0.33,0.124,4.188,8.996,0,10.032,0,1.896,1.02,25.091,32.584,1.299,13.508,3.706,7.877
KK 82,KK3,no,yes,2018,179.228,7.138,0.981,1.41,0.906,2.14,0,1.663,0.254,0,3.779,0.762,0.052,7.838,4.19,4.459,0.298,2.622,2.939,0.254,0,13.653,0.489,0.576,0.218,9.356,14.866,0,14.769,0,2.968,1.529,41.685,56.895,1.365,23.414,5.696,12.575
KK 83,KK3,no,yes,2018,100.975,3.856,0.526,0.78,0.453,1.569,0,0.948,0.149,0,2.401,0.404,0,4.028,2.466,2.509,0.164,1.457,1.666,0.376,0,4.566,0.261,0.323,0.166,5.33,8.428,0,7.395,0,1.806,0.747,23.752,28.275,1.19,13.07,3.498,7.184
KK 84,KK3,no,yes,2018,115.959,4.272,0.656,0.8,0.65,1.709,0,1.156,0.159,0,2.483,0.564,0.027,4.516,2.936,2.711,0.198,1.512,1.88,0.176,0,6.964,0.4,0.317,0.251,6.954,10.125,0,7.77,0,2.009,1.033,26.405,34.79,1.318,14.52,3.798,8.087
CK 86,CK1,no,yes,2018,218.805,10.303,1.772,1.809,1.3,3.304,0.123,2.608,0.448,0,5.928,0.918,0.052,9.917,5.686,5.733,0.369,3.412,4.299,0.68,0,6.815,0,1.307,0.318,9.953,18.755,0,16.793,0,2.892,1.573,58.661,56.833,0.969,31.066,8.984,18.611
CK 87,CK1,no,yes,2018,186.205,9.718,1.679,1.565,0.895,2.615,0,2.226,0,0,5.741,0.843,0.051,9.302,4.976,4.727,0.335,2.992,3.656,0.295,0,4.282,0.343,0.651,0,9.661,16.3,0,13.022,0,2.626,1.245,51.616,46.885,0.908,27.177,7.967,16.472
CK 88,CK1,no,yes,2018,186.436,9.652,1.589,1.454,0.93,2.833,0.047,2.29,0,0,5.424,0.759,0.043,8.856,5.015,4.826,0.294,2.82,3.567,0.372,0,5.978,0.583,0.576,0.169,7.48,16.306,0,15.715,0,2.354,2.864,50.771,49.161,0.968,26.552,7.714,16.505
CK 89,CK2,no,yes,2018,198.302,8.95,2.047,1.617,1.156,3.109,0,2.173,0,0,5.058,0.915,0.11,8.621,5.568,4.864,0.388,2.7,3.382,0.367,0,4.114,0.498,0.691,0.402,6.55,14.458,0,14.841,0,4.268,1.388,51.025,45.822,0.898,26.915,7.231,16.879
CK 91,CK2,no,yes,2018,329.268,15.12,2.995,3.049,2.417,4.9,0.169,4.26,0,0,8.58,1.671,0.091,15.123,9.487,9.152,0.64,4.835,6.283,0.442,0,6.721,0,1.99,0,17.714,26.971,0,23.776,0,5.132,2.365,89.214,82.304,0.923,47.724,12.84,28.65
CK 92,CK2,no,yes,2018,336.894,15.941,2.869,3.565,2.898,5.692,0.468,4.474,0.768,0,10.255,1.674,0.144,15.857,9.561,8.518,0.741,5.245,6.291,0.999,0,7.396,1.018,1.52,0.629,11.62,25.628,0,23.776,0,5.528,3.331,95.96,77.115,0.804,49.03,15.497,31.433
CK 93,CK3,no,yes,2018,284.045,12.565,4.378,3.938,2.098,5.143,0.356,3.549,0,0,5.574,1.191,0.085,12.723,7.676,8.862,0.554,4.166,5.454,0.75,0,9.785,0.957,0.931,0,24.649,24.603,0,15.38,0,4.631,1.668,79.062,80.936,1.024,41.461,9.123,28.478
CK 94,CK3,no,yes,2018,136.012,7.443,2.67,1.853,0.629,2.501,0.08,1.68,0,0,4.257,0.49,0.036,6.921,3.395,4.252,0.25,2.299,2.752,0.401,0,9.703,0.532,0.324,0.247,3.885,10.117,0,7.072,0,2.441,1.201,41.909,34.321,0.819,20.796,5.937,15.176
CK 95,CK3,no,yes,2018,186.367,10.019,3.479,2.668,1.207,3.554,0.305,2.304,0,0,3.951,0.788,0.064,9.707,5.373,6.086,0.372,3.096,3.882,0.465,0,6.757,0.764,0.579,0.444,6.653,15.685,0,10.684,0,3.612,1.597,57.32,45.178,0.788,29.833,6.255,21.232
CK 96,CK3,no,yes,2018,223.494,10.924,3.333,2.891,1.276,3.858,0.114,2.563,0,0,4.187,1.015,0.076,11.316,6.642,7.248,0.409,3.422,4.417,0.459,0,6.733,0.755,0.6,0.447,11.508,20.499,0,14.713,0,4.483,1.465,64.15,59.738,0.931,35.004,6.75,22.396
JB 1,JB1,no,yes,2018,121.861,4.506,0.88,1.091,0.601,1.203,0,0.986,0.233,0,2.837,0.527,0.159,4.834,2.518,3.456,0.236,1.714,2.048,0.29,0,6.099,0.418,0.299,0.11,7.924,9.524,0,7.554,0,2.488,1.012,28.119,34.416,1.224,15.782,4.056,8.281
JB 2,JB1,no,yes,2018,137.715,5.149,1.16,1.132,0.682,1.922,0,1.072,0.521,0,3.17,0.525,0.042,5.134,3.303,3.826,0.211,1.777,2.215,0.896,0,9.768,0.52,0.392,0.145,6.616,11.656,0,13.432,0,2.887,1.032,32.737,45.416,1.387,17.929,4.763,10.045
JB 3,JB1,no,yes,2018,95.751,4.268,0.965,0.603,0.571,1.324,0,0.887,0.489,0,2.742,0.328,0.036,3.703,1.882,2.109,0.157,1.382,1.38,0.275,0,6.085,0.363,0.294,0.075,6.12,7.505,0,8.493,0,1.965,1.225,23.101,30.9,1.338,11.252,4.118,7.731
JB 4,JB1,no,yes,2018,128.411,5.041,1.122,0.888,0.634,1.218,0,1.097,0.336,0,3.016,0.422,0.036,4.916,2.578,2.963,0.221,1.718,1.799,0.166,0,7.214,0.446,0.351,0.102,8.431,10.814,0,11.407,0,3.511,1.114,28.171,42.276,1.501,14.819,4.449,8.903
JB 5,JB2,no,no,2018,35.679,1.439,0.524,0.589,0.12,0.477,0,0.35,0.055,0,0.875,0.105,0,1.202,0.577,1.037,0.061,0.559,0.546,0,0,1.012,0.21,0.143,0,1.87,4.342,0,2.48,0,1.257,0.352,8.516,11.314,1.329,4.087,1.28,3.149
JB 6,JB2,no,no,2018,38.183,1.66,1.168,0.584,0.106,0.521,0,0.426,0.052,0,0.936,0.082,0,1.223,0.629,1.216,0.062,0.689,0.628,0,0,1.361,0.255,0.106,0,2.265,4.637,0,2.639,0,0,0.438,9.982,11.263,1.128,4.529,1.414,4.039
JB 7,JB2,no,no,2018,35.86,1.418,0.444,0.582,0.129,0.508,0,0.434,0.062,0,0.784,0.085,0,1.302,0.837,1.178,0.06,0.539,0.606,0,0,0.896,0.282,0.114,0,2.197,4.402,0,2.863,0,0,0.304,8.968,10.754,1.199,4.607,1.28,3.081
JB 8,JB2,no,no,2018,46.111,1.544,0.356,0.641,0.154,0.503,0,0.441,0.083,0,0.711,0.108,0,1.44,0.832,1.272,0.071,0.557,0.669,0.034,0,1.258,0.221,0.109,0.047,2.665,6.284,0,4.219,0,0.989,0.336,9.416,15.792,1.677,4.983,1.235,3.198
JB 9,JB3,minimal,yes,2018,109.732,5.131,1.328,1.08,0.616,1.534,0,1.154,0.28,0,2.936,0.373,0.043,4.336,2.399,3.154,0.178,1.732,1.789,0.198,0,5.993,0.352,0.336,0.108,4.885,9.171,0,8.524,0,2.754,1.012,28.261,32.123,1.137,14.202,4.37,9.689
JB 10,JB3,minimal,yes,2018,103.793,5.108,1.197,1.02,0.583,1.731,0,1.246,0.197,0,3.632,0.416,0,4.531,2.484,3.059,0.197,1.784,1.811,0.477,0,4.322,0.265,0.371,0,5.204,8.684,0,7.84,0,2.995,0.824,29.473,29.681,1.007,14.759,5.075,9.639
JB 11,JB3,minimal,yes,2018,99.093,5.094,1.306,0.916,0.51,1.493,0,1.039,0.221,0,3.243,0.37,0,4.464,2.373,2.909,0.167,1.713,1.79,0.291,0,4.672,0.324,0.297,0,5.141,8.681,0,6.751,0,2.202,0.671,27.899,28.068,1.006,14.077,4.503,9.319
JB 12,JB3,minimal,yes,2018,98.977,4.726,1.229,1.104,0.508,1.409,0,1.059,0.184,0,3.023,0.396,0,4.563,2.404,3.103,0.168,1.713,1.804,0.16,0,3.306,0.298,0.369,0,5.118,8.917,0,6.046,0,2.845,0.739,27.553,26.899,0.976,14.311,4.266,8.976
